ParcelNumber,CurrentAssessedValue,OBJECTID,st_number,st_name,st_unit,LEGALDESCR,LOTSQFT
25A125000,496900,41341125,209,BROOKWOOD DR,,LOT 5 PH 1 BROOKWOOD,0
25A126000,411100,41341126,207,BROOKWOOD DR,,LOT 6 PH 1 BROOKWOOD,0
25A127000,433600,41341127,205,BROOKWOOD DR,,LOT 7 PH 1 BROOKWOOD,0
25A128000,416100,41341128,203,BROOKWOOD DR,,LOT 8 PH 1 BROOKWOOD,0
25A129000,476700,41341129,201,BROOKWOOD DR,,LOT 9 PH 1 BROOKWOOD,0
25A130000,438600,41341130,199,BROOKWOOD DR,,LOT 10 PH 1 BROOKWOOD,0
25A131000,441000,41341131,197,BROOKWOOD DR,,LOT 11 PH 1 BROOKWOOD,0
25A132000,457300,41341132,195,BROOKWOOD DR,,LOT 12 PH 1 BROOKWOOD,0
25A133000,436100,41341133,193,BROOKWOOD DR,,LOT 13 PH 1 BROOKWOOD,0
25A134000,459400,41341134,191,BROOKWOOD DR,,LOT 14 PH 1 BROOKWOOD,0
25A137000,459700,41341135,185,BROOKWOOD DR,,LOT 17 PH 1 BROOKWOOD,0
610052AA0,280600,41341136,1013,LINDEN AVE,A,UNIT 1 LINDEN TOWN LOFTS,0
610052B00,284800,41341137,1013,LINDEN AVE,B,UNIT 2 LINDEN TOWN LOFTS,0
610052C00,242600,41341138,1013,LINDEN AVE,C,UNIT 3 LINDEN TOWN LOFTS,0
610052D00,306500,41341139,1013,LINDEN AVE,D,UNIT 4 LINDEN TOWN LOFTS,0
610052E00,264200,41341140,1013,LINDEN AVE,E,UNIT 5 LINDEN TOWN LOFTS,0
610052F00,280600,41341141,1013,LINDEN AVE,F,UNIT 6 LINDEN TOWN LOFTS,0
610052G00,252100,41341142,1013,LINDEN AVE,G,UNIT 7 LINDEN TOWN LOFTS,0
610052H00,267400,41341143,1013,LINDEN AVE,H,UNIT 8 LINDEN TOWN LOFTS,0
610052I00,302000,41341144,1013,LINDEN AVE,I,UNIT 9 LINDEN TOWN LOFTS,0
610052J00,274800,41341145,1013,LINDEN AVE,J,UNIT 10 LINDEN TOWN LOFTS,0
610052K00,307900,41341146,1013,LINDEN AVE,K,UNIT 11 LINDEN TOWN LOFTS,0
610052L00,263900,41341147,1013,LINDEN AVE,L,UNIT 12 LINDEN TOWN LOFTS,0
610052M00,300400,41341148,1013,LINDEN AVE,M,UNIT 13 LINDEN TOWN LOFTS,0
610052N00,278700,41341149,1013,LINDEN AVE,N,UNIT 14 LINDEN TOWN LOFTS,0
590374U00,431500,41341150,710,PALATINE AVE,,LOT 21 MOORE'S CREEK,0
590374C00,406000,41341151,708,PALATINE AVE,,LOT 3 MOORE'S CREEK,0
590374B00,422600,41341152,706,PALATINE AVE,,LOT 2 MOORE'S CREEK,0
590374A00,404200,41341153,704,PALATINE AVE,,LOT 1 MOORE'S CREEK,0
590374D00,480900,41341154,101,BLINCOE LN,,LOT 4 MOORE'S CREEK,0
590374E00,430300,41341155,103,BLINCOE LN,,LOT 5 MOORE'S CREEK,0
590374F00,406600,41341156,105,BLINCOE LN,,LOT 6 MOORE'S CREEK,0
590374G00,486100,41341157,107,BLINCOE LN,,LOT 7 MOORE'S CREEK,0
590374H00,513700,41341158,108,BLINCOE LN,,LOT 8 MOORE'S CREEK,0
590374I00,461200,41341159,110,BLINCOE LN,,LOT 9 MOORE'S CREEK,0
590374J00,444500,41341160,112,BLINCOE LN,,LOT 10 MOORE'S CREEK,0
590374K00,441700,41341161,114,BLINCOE LN,,LOT 11 MOORE'S CREEK,0
590374L00,441300,41341162,116,BLINCOE LN,,LOT 12 MOORE'S CREEK,0
590374M00,448600,41341163,118,BLINCOE LN,,LOT 13 MOORE'S CREEK,0
590374N00,488000,41341164,120,BLINCOE LN,,LOT 14 MOORE'S CREEK,0
590374O00,409000,41341165,119,BLINCOE LN,,LOT 15 MOORE'S CREEK,0
590374P00,386800,41341166,117,BLINCOE LN,,LOT 16 MOORE'S CREEK,0
590374Q00,491700,41341167,115,BLINCOE LN,,LOT 17 MOORE'S CREEK,0
590374S00,440100,41341168,111,BLINCOE LN,,LOT 19 MOORE'S CREEK,0
590374T00,462400,41341169,109,BLINCOE LN,,LOT 20 MOORE'S CREEK,0
590374300,102600,41341170,0,PALATINE AVE,,LOT C BK 74 BELMONT,6882.48
590374000,0,41341171,0,PALATINE AVE,,MOORE'S CREEK OPEN SPACE,61376.04
290041000,301300,41341172,225,4TH ST SW,,LOT,0
170009100,388300,41341173,100,APPLE TREE RD,,LOT 20 PIEDMONT,0
170009101,480600,41341174,130,APPLE TREE RD,,LOT 11 PIEDMONT,0
230170500,205600,41341175,400,VALLEY RD EXT,,LOT 5 BK B PINECREST,0
230170400,239200,41341176,320,VALLEY RD EXT,,LOT 3 BK B PINECREST,0
22A002530,359200,41341177,934,BING LN,,LOT B53 CHERRY HILL,0
490055200,379100,41341178,1225,RIVER VISTA AVE,,LOT 32  BK 1 RIVER VISTA,5248.98
480092100,590300,41341179,963,LOCUST AVE,,LOT A-1B LOCUST GROVE,0
22A002540,419300,41341180,735,RAINIER RD,,LOT B54 CHERRY HILL,0
22A002520,404900,41341181,932,BING LN,,LOT B52 CHERRY HILL,0
22A002510,380500,41341182,930,BING LN,,LOT B51 CHERRY HILL,0
22A002501,416800,41341183,928,BING LN,,LOT B50 CHERRY HILL,0
22A002490,366900,41341184,926,BING LN,,LOT B49 CHERRY HILL,0
22A002480,416800,41341185,924,BING LN,,LOT B48 CHERRY HILL,0
22A002470,415000,41341186,922,BING LN,,LOT B47 CHERRY HILL,0
22A002460,412700,41341187,920,BING LN,,LOT B46 CHERRY HILL,0
22A002450,412800,41341188,918,BING LN,,LOT B45 CHERRY HILL,0
22A002550,400900,41341189,733,RAINIER RD,,LOT B55 CHERRY HILL,0
22A002560,403900,41341190,731,RAINIER RD,,LOT B56 CHERRY HILL,0
22A002570,410900,41341191,729,RAINIER RD,,LOT B57 CHERRY HILL,0
22A002580,394800,41341192,727,RAINIER RD,,LOT B58 CHERRY HILL,0
22A002590,365700,41341193,725,RAINIER RD,,LOT B59 CHERRY HILL,0
22A002601,372800,41341194,723,RAINIER RD,,LOT B60 CHERRY HILL,0
22A002610,399800,41341195,721,RAINIER RD,,LOT B61 CHERRY HILL,0
22A002620,419400,41341196,719,RAINIER RD,,LOT B62 CHERRY HILL,0
22A002440,418800,41341197,916,BING LN,,LOT B44 CHERRY HILL,0
22A002430,412700,41341198,914,BING LN,,LOT B43 CHERRY HILL,0
22A002420,396100,41341199,912,BING LN,,LOT B42 CHERRY HILL,0
22A002410,395300,41341200,910,BING LN,,LOT B41 CHERRY HILL,0
22A002401,411700,41341201,908,BING LN,,LOT B40 CHERRY HILL,0
22A002380,371600,41341202,904,BING LN,,LOT B38 CHERRY HILL,0
22A002370,374200,41341203,902,BING LN,,LOT B37 CHERRY HILL,0
22A002360,423500,41341204,900,BING LN,,LOT B36 CHERRY HILL,0
22A002630,419400,41341205,717,RAINIER RD,,LOT B63 CHERRY HILL,0
22A002640,364400,41341206,715,RAINIER RD,,LOT B64 CHERRY HILL,0
22A002650,410500,41341207,713,RAINIER RD,,LOT B65 CHERRY HILL,0
22A002660,436700,41341208,711,RAINIER RD,,LOT B66 CHERRY HILL,0
22A002670,396900,41341209,709,RAINIER RD,,LOT B67 CHERRY HILL,0
22A002680,412800,41341210,707,RAINIER RD,,LOT B68 CHERRY HILL,0
22A002690,408500,41341211,705,RAINIER RD,,LOT B69 CHERRY HILL,0
22A002701,366800,41341212,703,RAINIER RD,,LOT B70 CHERRY HILL,0
22A002710,415800,41341213,701,RAINIER RD,,LOT B71 CHERRY HILL,0
22A002T00,571500,41341214,706,RAINIER RD,,LOT A20-A CHERRY HILL,0
22A002U00,499700,41341215,708,RAINIER RD,,LOT A21-A CHERRY HILL,0
22A002V00,528800,41341216,710,RAINIER RD,,LOT A22 CHERRY HILL,0
22A002W00,469000,41341217,712,RAINIER RD,,LOT A23 CHERRY HILL,0
22A002S00,446100,41341218,704,RAINIER RD,,LOT A19 CHERRY HILL,0
22A002R00,575700,41341219,702,RAINIER RD,,LOT A18 CHERRY HILL,0
22A002Q00,571600,41341220,700,RAINIER RD,,LOT A17 CHERRY HILL,0
22A002P00,502400,41341221,634,RAINIER RD,,LOT A16 CHERRY HILL,0
22A002O00,522500,41341222,632,RAINIER RD,,LOT A15 CHERRY HILL,0
22A002N00,524000,41341223,630,RAINIER RD,,LOT A14 CHERRY HILL,0
22A002M00,488600,41341224,628,RAINIER RD,,LOT A13 CHERRY HILL,0
22A002L00,465300,41341225,626,RAINIER RD,,LOT A12 CHERRY HILL,0
22A002A00,547500,41341226,600,RAINIER RD,,LOT A1 CHERRY HILL,0
22A002B00,438400,41341227,602,RAINIER RD,,LOT A2 CHERRY HILL,0
22A002C00,484600,41341228,604,RAINIER RD,,LOT A3 CHERRY HILL,0
22A002D00,497700,41341229,606,RAINIER RD,,LOT A4 CHERRY HILL,0
22A002E00,534400,41341230,608,RAINIER RD,,LOT A5 CHERRY HILL,0
22A002F00,546400,41341231,610,RAINIER RD,,LOT A6 CHERRY HILL,0
22A002G00,544400,41341232,612,RAINIER RD,,LOT A7 CHERRY HILL,0
22A002H00,412900,41341233,614,RAINIER RD,,LOT A8 CHERRY HILL,0
22A002I00,523200,41341234,616,RAINIER RD,,LOT A9 CHERRY HILL,0
22A002J00,538200,41341235,618,RAINIER RD,,LOT A10 CHERRY HILL,0
22A002K00,523800,41341236,620,RAINIER RD,,LOT A11 CHERRY HILL,0
22A002940,383700,41341237,921,RAINIER RD,,LOT B94 CHERRY HILL,0
22A002930,387800,41341238,923,RAINIER RD,,LOT B93 CHERRY HILL,0
22A002920,448600,41341239,925,RAINIER RD,,LOT B92 CHERRY HILL,0
22A002720,400600,41341240,843,RAINIER RD,,LOT B72 CHERRY HILL,0
22A002730,429400,41341241,841,RAINIER RD,,LOT B73 CHERRY HILL,0
22A002740,376400,41341242,839,RAINIER RD,,LOT B74 CHERRY HILL,0
22A002750,374100,41341243,837,RAINIER RD,,LOT B75 CHERRY HILL,0
22A002760,423000,41341244,835,RAINIER RD,,LOT B76 CHERRY HILL,0
22A002770,386900,41341245,833,RAINIER RD,,LOT B77 CHERRY HILL,0
22A002780,436700,41341246,831,RAINIER RD,,LOT B78 CHERRY HILL,0
22A002790,386400,41341247,829,RAINIER RD,,LOT B79 CHERRY HILL,0
22A002801,378700,41341248,827,RAINIER RD,,LOT B80 CHERRY HILL,0
170080120,220600,41341249,2100,JEFFERSON PARK AVE,12,UNIT 12 JEFFERSON PARK CONDO,0
170080190,231700,41341250,2104,JEFFERSON PARK AVE,G,UNIT G JEFFERSON PARK CONDO,0
170080210,231700,41341251,2104,JEFFERSON PARK AVE,I,UNIT I JEFFERSON PARK CONDO,0
170080170,227600,41341252,2104,JEFFERSON PARK AVE,E,UNIT E JEFFERSON PARK CONDO,0
170080180,229500,41341253,2104,JEFFERSON PARK AVE,F,UNIT F JEFFERSON PARK CONDO,0
170080201,232900,41341254,2104,JEFFERSON PARK AVE,H,UNIT H JEFFERSON PARK CONDO,0
170080140,227600,41341255,2104,JEFFERSON PARK AVE,B,UNIT B JEFFERSON PARK CONDO,0
170080130,229500,41341256,2104,JEFFERSON PARK AVE,A,UNIT A JEFFERSON PARK CONDO,0
170080150,227600,41341257,2104,JEFFERSON PARK AVE,C,UNIT C JEFFERSON PARK CONDO,0
170080160,229700,41341258,2104,JEFFERSON PARK AVE,D,UNIT D JEFFERSON PARK CONDO,0
170080700,219000,41341259,2100,JEFFERSON PARK AVE,7,UNIT 7 JEFFERSON PARK CONDO,0
170080600,219000,41341260,2100,JEFFERSON PARK AVE,6,UNIT 6 JEFFERSON PARK CONDO,0
170080500,231300,41341261,2100,JEFFERSON PARK AVE,5,UNIT 5 JEFFERSON PARK CONDO,0
170080200,219000,41341262,2100,JEFFERSON PARK AVE,2,UNIT 2 JEFFERSON PARK CONDO,0
170080900,220600,41341263,2100,JEFFERSON PARK AVE,9,UNIT 9 JEFFERSON PARK CONDO,0
170080800,223200,41341264,2100,JEFFERSON PARK AVE,8,UNIT 8 JEFFERSON PARK CONDO,0
170080100,221300,41341265,2100,JEFFERSON PARK AVE,1,UNIT 1 JEFFERSON PARK CONDO,0
170080300,219000,41341266,2100,JEFFERSON PARK AVE,3,UNIT 3 JEFFERSON PARK CONDO,0
170080400,219000,41341267,2100,JEFFERSON PARK AVE,4,UNIT 4 JEFFERSON PARK CONDO,0
170080110,224500,41341268,2100,JEFFERSON PARK AVE,11,UNIT 11 JEFFERSON PARK CONDO,0
170080101,224500,41341269,2100,JEFFERSON PARK AVE,10,UNIT 10 JEFFERSON PARK CONDO,0
170080A00,0,41341270,2100,JEFFERSON PARK AVE,,JEFFERSON PARK CONDO COMMON,0
260045100,453400,41341271,141,BAYLOR LN,,LOT 1 CARTER'S VIEW,0
260045200,562600,41341272,143,BAYLOR LN,,LOT 2 CARTER'S VIEW,0
260045300,562600,41341273,145,BAYLOR LN,,LOT 3 CARTER'S VIEW,0
260045400,567600,41341274,147,BAYLOR LN,,LOT 4 CARTER'S VIEW,0
260045500,458300,41341275,152,BAYLOR LN,,LOT 5 CARTER'S VIEW,0
260045600,471500,41341276,154,BAYLOR LN,,LOT 6 CARTER'S VIEW,0
260045700,463200,41341277,156,BAYLOR LN,,LOT 7 CARTER'S VIEW,0
260045800,479200,41341278,158,BAYLOR LN,,LOT 8 CARTER'S VIEW,0
260045900,574100,41341279,160,BAYLOR LN,,LOT 9 CARTER'S VIEW,0
260045110,450200,41341280,164,BAYLOR LN,,LOT 11 CARTER'S VIEW,0
260045120,512000,41341281,166,BAYLOR LN,,LOT 12 CARTER'S VIEW,0
260045130,460300,41341282,168,BAYLOR LN,,LOT 13 CARTER'S VIEW,0
260045140,429700,41341283,170,BAYLOR LN,,LOT 14 CARTER'S VIEW,0
260045150,433600,41341284,172,BAYLOR LN,,LOT 15 CARTER'S VIEW,0
260045160,494200,41341285,174,BAYLOR LN,,LOT 16 CARTER'S VIEW,0
260045170,447200,41341286,176,BAYLOR LN,,LOT 17 CARTER'S VIEW,0
260045180,474000,41341287,178,BAYLOR LN,,LOT 18 CARTER'S VIEW,0
260045190,589600,41341288,100,BAYLOR PL,,LOT 19 CARTER'S VIEW,0
260045201,469800,41341289,102,BAYLOR PL,,LOT 20 CARTER'S VIEW,0
260045210,566000,41341290,104,BAYLOR PL,,LOT 21 & PAR Y CARTER'S VIEW,0
260045220,413200,41341291,105,BAYLOR PL,,LOT 22 & PAR X CARTER'S VIEW,0
260045230,499600,41341292,103,BAYLOR PL,,LOT 23 CARTER'S VIEW,0
260045240,407600,41341293,101,BAYLOR PL,,LOT 24 CARTER'S VIEW,0
260045250,480800,41341294,146,BAYLOR LN,,LOT 25 CARTER'S VIEW,0
260045260,555500,41341295,144,BAYLOR LN,,LOT 26 CARTER'S VIEW,0
260045270,428900,41341296,142,BAYLOR LN,,LOT 27 CARTER'S VIEW,0
260045280,493900,41341297,140,BAYLOR LN,,LOT 28 CARTER'S VIEW,0
260045290,515400,41341298,138,BAYLOR LN,,LOT 29 CARTER'S VIEW,0
22A002170,421600,41341299,900,RAINIER RD,,LOT B17 CHERRY HILL,0
22A002160,411000,41341300,902,RAINIER RD,,LOT B16 CHERRY HILL,0
22A002150,408800,41341301,904,RAINIER RD,,LOT B15 CHERRY HILL,0
22A002140,408800,41341302,906,RAINIER RD,,LOT B14 CHERRY HILL,0
22A002130,375000,41341303,908,RAINIER RD,,LOT B13 CHERRY HILL,0
22A002110,413600,41341304,912,RAINIER RD,,LOT B11 CHERRY HILL,0
22A002101,426300,41341305,914,RAINIER RD,,LOT B10 CHERRY HILL,0
22A002900,421900,41341306,916,RAINIER RD,,LOT B9 CHERRY HILL,0
22A002800,410400,41341307,918,RAINIER RD,,LOT B8 CHERRY HILL,0
22A002700,404600,41341308,920,RAINIER RD,,LOT B7 CHERRY HILL,0
22A002600,405500,41341309,922,RAINIER RD,,LOT B6 CHERRY HILL,0
22A002500,411000,41341310,924,RAINIER RD,,LOT B5 CHERRY HILL,0
22A002400,416100,41341311,926,RAINIER RD,,LOT B4 CHERRY HILL,0
22A002300,383900,41341312,928,RAINIER RD,,LOT B3 CHERRY HILL,0
22A002200,414000,41341313,930,RAINIER RD,,LOT B2 CHERRY HILL,0
22A002100,413200,41341314,932,RAINIER RD,,LOT B1 CHERRY HILL,0
22A002180,422600,41341315,935,BING LN,,LOT B18 CHERRY HILL,0
22A002190,416700,41341316,933,BING LN,,LOT B19 CHERRY HILL,0
22A002201,377200,41341317,931,BING LN,,LOT B20 CHERRY HILL,0
22A002210,399600,41341318,929,BING LN,,LOT B21 CHERRY HILL,0
22A002220,366000,41341319,927,BING LN,,LOT B22 CHERRY HILL,0
22A002230,403900,41341320,925,BING LN,,LOT B23 CHERRY HILL,0
22A002240,375400,41341321,923,BING LN,,LOT B24 CHERRY HILL,0
22A002250,374000,41341322,921,BING LN,,LOT B25 CHERRY HILL,0
22A002260,418900,41341323,919,BING LN,,LOT B26 CHERRY HILL,0
22A002270,426500,41341324,917,BING LN,,LOT B27 CHERRY HILL,0
22A002280,411000,41341325,915,BING LN,,LOT B28 CHERRY HILL,0
22A002290,364100,41341326,913,BING LN,,LOT B29 CHERRY HILL,0
22A002301,375500,41341327,911,BING LN,,LOT B30 CHERRY HILL,0
22A002310,367700,41341328,909,BING LN,,LOT B31 CHERRY HILL,0
22A002320,402700,41341329,907,BING LN,,LOT B32 CHERRY HILL,0
22A002330,394900,41341330,905,BING LN,,LOT B33 CHERRY HILL,0
22A002340,367800,41341331,903,BING LN,,LOT B34 CHERRY HILL,0
22A002350,414500,41341332,901,BING LN,,LOT B35 CHERRY HILL,0
600124100,628800,41341333,1012-A,DRUID AVE,,LOT 1 BELMONT RESIDENCES,4268.88
600124200,628000,41341334,1012-B,DRUID AVE,,LOT 2 BELMONT RESIDENCES,3528.36
600124300,628200,41341335,1012-C,DRUID AVE,,LOT 3 BELMONT RESIDENCES,3876.84
600124400,627300,41341336,1012-D,DRUID AVE,,LOT 4 BELMONT RESIDENCES,4094.64
22A002390,409000,41341337,906,BING LN,,LOT B39 CHERRY HILL,0
6002522A0,323100,41341338,373,QUARRY RD,,LOT 1 BELMONT VILLAGE,0
6002522B0,316200,41341339,371,QUARRY RD,,LOT 2 BELMONT VILLAGE,0
6002522C0,315900,41341340,369,QUARRY RD,,LOT 3 BELMONT VILLAGE,0
6002522D0,319600,41341341,367,QUARRY RD,,LOT 4 BELMONT VILLAGE,0
6002522E0,316200,41341342,365,QUARRY RD,,LOT 5 BELMONT VILLAGE,0
6002522F0,318600,41341343,363,QUARRY RD,,LOT 6 BELMONT VILLAGE,0
25A161000,429700,41341344,160,BROOKWOOD DR,,LOT 41 PH 4 BROOKWOOD,0
25A160000,387200,41341345,162,BROOKWOOD DR,,LOT 40 PH 4 BROOKWOOD,0
25A159000,388100,41341346,164,BROOKWOOD DR,,LOT 39 PH 4 BROOKWOOD,0
25A116100,453900,41341347,933,RAYMOND RD,,LOT 1 PH 3 BROOKWOOD,0
25A116200,595200,41341348,935,RAYMOND RD,,LOT 2 PH 3 BROOKWOOD,0
25A116300,580400,41341349,937,RAYMOND RD,,LOT 3 PH 3 BROOKWOOD,0
25A116400,460700,41341350,939,RAYMOND RD,,LOT 4 PH 3 BROOKWOOD,0
25A116500,504100,41341351,941,RAYMOND RD,,LOT 5 PH 3 BROOKWOOD,0
25A116600,493600,41341352,943,RAYMOND RD,,LOT 6 PH 3 BROOKWOOD,0
25A116700,439100,41341353,945,RAYMOND RD,,LOT 7 PH 3 BROOKWOOD,0
25A138000,458200,41341354,198,BROOKWOOD DR,,LOT 18 PH 2 BROOKWOOD,0
25A139000,579100,41341355,196,BROOKWOOD DR,,LOT 19 PH 2 BROOKWOOD,0
25A140000,479100,41341356,194,BROOKWOOD DR,,LOT 20 PH 2 BROOKWOOD,0
25A141000,576200,41341357,192,BROOKWOOD DR,,LOT 21 PH 2 BROOKWOOD,0
25A142000,578200,41341358,190,BROOKWOOD DR,,LOT 22 PH 2 BROOKWOOD,0
25A143000,532200,41341359,188,BROOKWOOD DR,,LOT 23 PH 2 BROOKWOOD,0
25A144000,448000,41341360,186,BROOKWOOD DR,,LOT 24 PH 2 BROOKWOOD,0
25A145000,589700,41341361,184,BROOKWOOD DR,,LOT 25 PH 2 BROOKWOOD,0
25A146000,431100,41341362,182,BROOKWOOD DR,,LOT 26 PH 2 BROOKWOOD,0
25A147000,538900,41341363,180,BROOKWOOD DR,,LOT 27 PH 2 BROOKWOOD,0
25A148000,472400,41341364,178,BROOKWOOD DR,,LOT 28 PH 2 BROOKWOOD,0
25A149000,568400,41341365,176,BROOKWOOD DR,,LOT 29 PH 2 BROOKWOOD,0
25A150000,511300,41341366,174,BROOKWOOD DR,,LOT 30 PH 2 BROOKWOOD,0
25A151000,569500,41341367,172,BROOKWOOD DR,,LOT 31 PH 2 BROOKWOOD,0
55A0888J0,460200,41341368,308,RIVERSIDE AVE,,LOT 10 RIVER'S EDGE,0
55A0888I0,460800,41341369,306,RIVERSIDE AVE,,LOT 9 RIVER'S EDGE,0
55A0888G0,611600,41341370,302,RIVERSIDE AVE,,LOT 7 RIVER'S EDGE,0
55A0888F0,634000,41341371,300,RIVERSIDE AVE,,LOT 6 RIVER'S EDGE,0
55A088800,0,41341372,0,RIVERSIDE AVE,,"Common Area "" RIVER'S EDGE",0
170066100,506300,41341373,2308 ,FONTAINE AVE,A&B,LOT 8 BK 3 MAURY ADD,0
0402772G0,323000,41341374,1201,JOHN ST,,LOT G THE FIELDS AT VENABLE,1742.4
0402772F0,462400,41341375,1203,JOHN ST,,LOT F THE FIELDS AT VENABLE,2178
0402772E0,460000,41341376,1205,JOHN ST,,LOT E THE FIELDS AT VENABLE,2613.6
0402772D0,465200,41341377,1207,JOHN ST,,LOT D THE FIELDS AT VENABLE,2613.6
0402772C0,443800,41341378,1209,JOHN ST,,LOT C THE FIELDS AT VENABLE,2178
0402772B0,328600,41341379,1211,JOHN ST,,LOT B THE FIELDS AT VENABLE,1742.4
0402772A0,0,41341380,0,JOHN ST,,LOTS A&H THE FIELDS AT VENABLE,4356
2301703A0,243400,41341381,318,VALLEY RD EXT,,LOT 2 BK B PINECREST,0
2301704A0,243400,41341382,322,VALLEY RD EXT,,LOT 4 BK B PINECREST,0
2301705A0,208900,41341383,402,VALLEY RD EXT,,LOT 6 BK B PINECREST,0
330245100,1644400,41341384,0,E MARKET ST,,LOT 1A,11369.16
22B320000,254600,41341385,991,ROCK CREEK RD,,LOT 43R-B BK D SEC 2 ORANGEDAL,0
22B320100,254600,41341386,989,ROCK CREEK RD,,LOT 43R-A BK D SEC 2 ORANGEDAL,0
030096100,314400,41341387,110,ROSSER AVE E,,LOT B,8581.32
280111A00,5463800,41341388,126,GARRETT ST,,PARCEL A,16552.8
230128101,233200,41341389,501,PATON ST,,LOT 10 PATON STREET,0
230128900,241900,41341390,503,PATON ST,,LOT 9 PATON STREET,0
230128800,254200,41341391,505,PATON ST,,LOT 8 PATON STREET,0
230128700,254200,41341392,507,PATON ST,,LOT 7 PATON STREET,0
230128600,224300,41341393,509,PATON ST,,LOT 6 PATON STREET,0
230128500,217400,41341394,511,PATON ST,,LOT 5 PATON STREET,0
230128400,285300,41341395,513,PATON ST,,LOT 4 PATON STREET,0
230128300,329200,41341396,515,PATON ST,,LOT 3 PATON STREET,0
230128200,249100,41341397,517,PATON ST,,LOT 2 PATON STREET,0
230128100,242300,41341398,519,PATON ST,,LOT 1 PATON STREET,0
220169100,263000,41341399,1608,MULBERRY AVE,,PT.LOTS 138 & 139 HIGHLAND PAR,3963.96
540107000,289000,41341400,1107-A,LITTLE HIGH ST,,LOT 8AL LITTLE HIGH STREET TOWNHOME,0
540107A00,289000,41341401,1107-B,LITTLE HIGH ST,,LOT 8AR  LITTLE HIGH STREET TOWNHOME,0
560116000,452700,41341402,1618,E MARKET ST,,LOT B WOOLEN MILLS,0
560116200,721000,41341403,1620,E MARKET ST,,RESIDUE  WOOLEN MILLS,0
560116100,104500,41341404,0,E MARKET ST,,LOT C WOOLEN MILLS,0
580349100,282900,41341405,228,DOUGLAS AVE,,PARCEL A BK 7 HADEN'S ADD,7884.36
21A118100,63400,41341406,574-580,CLEVELAND AVE,,LOT 1 FIFE ESTATE,11238.48
480080100,125000,41341407,709,WATSON AVE,,PARCEL A,0
390046000,989300,41341408,1912,BLUE RIDGE RD,,LOT B MEADOWBROOK HILLS,19819.8
280208100,5621600,41341409,522,2ND ST SE,,PARCEL 2,292853.88
600216000,292500,41341410,1105,ELLIOTT AVE,,LOT 13 BK 38 BELMONT,0
600215100,686600,41341411,1107,ELLIOTT AVE,,LOT 14 BK 38 BELMONT,0
590136100,577800,41341412,1324,AVON ST,,LOT 2 BK 61 BELMONT,9583.2
590136000,258400,41341413,1320,AVON ST,,LOT 1 BK 61 BELMONT,8537.76
220169000,298100,41341414,1603,CHERRY AVE,,PT.LOTS 138 & 139 HIGHLAND PAR,3484.8
22A002120,410000,41341415,910,RAINIER RD,,LOT B12 CHERRY HILL,0
22A002910,405800,41341416,801,RAINIER RD,,LOT B91 CHERRY HILL,0
22A002901,436400,41341417,803,RAINIER RD,,LOT B90 CHERRY HILL,0
22A002890,388400,41341418,805,RAINIER RD,,LOT B89 CHERRY HILL,0
22A002880,420500,41341419,807,RAINIER RD,,LOT B88 CHERRY HILL,0
22A002870,432900,41341420,809,RAINIER RD,,LOT B87 CHERRY HILL,0
22A002860,428500,41341421,811,RAINIER RD,,LOT B86 CHERRY HILL,0
22A002850,393700,41341422,813,RAINIER RD,,LOT B85 CHERRY HILL,0
22A002840,389200,41341423,815,RAINIER RD,,LOT B84 CHERRY HILL,0
22A002830,388100,41341424,821,RAINIER RD,,LOT B83 CHERRY HILL,0
22A002820,384600,41341425,823,RAINIER RD,,LOT B82 CHERRY HILL,0
22A002810,405200,41341426,825,RAINIER RD,,LOT B81 CHERRY HILL,0
560064000,230800,41341427,707,RIVES ST,,LOT 6 BK 18 CARLTON,0
560063100,380300,41341428,711,RIVES ST,,LOT 7 BK 18 CARLTON,0
100069L00,3006700,41341429,1018,W MAIN ST,,PARCEL A,14897.52
100069000,9480800,41341430,112,11TH ST SW,,RESIDUE,23086.8
40C068100,222000,41341431,2302 ,NORTH BERKSHIRE RD,B,LOT 2B BK D SEC 1 THE MEADOWS,0
40C068000,206400,41341432,2302 ,NORTH BERKSHIRE RD,A,LOT 2A BK D SEC 1 THE MEADOWS,0
290226A00,197300,41341433,500,7 1/2 ST SW,,UNIT A ECOMOD CONDO,0
290226000,0,41341434,500-502,7 1/2 ST SW,,ECOMOD COMMON AREA,0
290226B00,378900,41341435,502,7 1/2 ST SW,B,UNIT B ECOMOD CONDO,0
5701211A0,155600,41341436,0,MONTICELLO RD,,LOT 8 BK 2,8799.12
330018100,277200,41341437,0,2ND ST NE,,PARCEL X,0
22B165000,356400,41341438,540,CLEVELAND AVE,B,LOT B CLEVELAND HEIGHTS,8581.32
22B165100,356400,41341439,540,CLEVELAND AVE,A,LOT A CLEVELAND HEIGHTS,8015.04
160130110,174400,41341440,1800,JEFFERSON PARK AVE,83,BLDG C UNIT 83 1800 JPA CONDO,0
160130160,194400,41341441,1800,JEFFERSON PARK AVE,88,BLDG C UNIT 88 1800 JPA CONDO,0
160130120,174400,41341442,1800,JEFFERSON PARK AVE,84,BLDG C UNIT 84 1800 JPA CONDO,0
160131130,168100,41341443,1800,JEFFERSON PARK AVE,127,BLDG D UNIT 127 1800 JPA CONDO,0
160131120,127700,41341444,1800,JEFFERSON PARK AVE,126,BLDG D UNIT 126 1800 JPA CONDO,0
