RecordID_Int,Acreage,GPIN,IsActive,Legal,ParcelNumber,StreetNumber,StreetName,StateCode,TaxDist,TaxType,Unit,Zone
1,39.83,1326,1,39.832 ACRES BARRACKS ROAD SHOPPING CENTER,010001000,1117,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
2,2.14,15071,1,PARCEL W WEST BAR,010001100,1035-67,MILLMONT ST,4.0 Commercial & Industrial,,Taxable,,URB
3,0.58,1280,1,LOT C-1 WEST BAR,010001200,1159,MILLMONT ST,4.0 Commercial & Industrial,,Taxable,,URB
4,0.4,1357,1,LOT C-2B WEST BAR,010001300,1135-37,MILLMONT ST,4.0 Commercial & Industrial,,Taxable,,URB
5,3.28,1366,1,LOT B-1 WEST BAR,010001400,1111,MILLMONT ST,4.0 Commercial & Industrial,,Taxable,,URB
6,0.92,1302,1,LOT C-2A WEST BAR,010001500,1149,MILLMONT ST,4.0 Commercial & Industrial,,Taxable,,URB
7,80.72,1056,1,80 AC JAG SCHOOL,010001600,600,MASSIE RD,7.6 Exempt Educational,,Exempt,,URB
8,3.46,1418,1,PARCEL V WEST BAR,010001700,1101,MILLMONT ST,7.6 Exempt Educational,,Exempt,,URB
9,1.1,0,0,PARCEL Y,010001900,1023,MILLMONT ST,4.0 Commercial & Industrial,,Taxable,,URB
10,2.5,1440,1,LOT M,010004000,1138,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
11,1.19,1414,1,PARCEL 3 & PAR X,010004100,1170,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
12,0.2,1482,1,LOT 2B,010004300,1134,EMMET ST N,4.0 Commercial & Industrial,,Taxable,,URB
13,0.18,1465,1,UNIT 1 MEADOWBROOK CONDO,010004400,1136-A,EMMET ST N,4.0 Commercial & Industrial,,Taxable,1,URB
14,0.18,1465,1,UNIT 2 MEADOWBROOK CONDO,010004500,1136-B,EMMET ST N,4.0 Commercial & Industrial,,Taxable,2,URB
15,0.83,1492,1,LOT 11 BK 10 RUGBY,010005000,0,BARRACKS RD,1.0 Residential (Urban),,Taxable,,R-1U
16,1.89,1511,1,LOTS 9 & 10 BK 10 RUGBY,010006000,2028,BARRACKS RD,1.0 Residential (Urban),,Taxable,,R-1U
17,2.069,1557,1,"LOTS 7,8 & STRIP BK 10 RUGBY",010007000,1930,BARRACKS RD,1.0 Residential (Urban),01,Taxable,,R-1U
18,1.369,1600,1,LOT 6 & PT 5 BK 10 RUGBY,010008000,0,BARRACKS RD,1.0 Residential (Urban),,Taxable,,R-1U
19,2.026,1623,1,LOT 4 & PT LOT 5 BK 10 RUGBY,010009000,1920,BARRACKS RD,1.0 Residential (Urban),,Taxable,,R-1U
20,0.93,1737,1,LOT 8 & PT 7 BK 11 RUGBY,010010000,1851,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
21,1.019,1700,1,PT LOTS 6 & 7 BK 11 RUGBY,010011000,1855,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
22,0.861,1674,1,PT LOTS 5 & 6 BK 11 RUGBY,010012000,1857,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
23,1.291,1640,1,LOT 4 BK 11 RUGBY,010014000,1885,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
24,0.944,1616,1,LOT 3 BK 11 RUGBY,010015000,1889,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
25,1,1584,1,LOT 2 BK 11 RUGBY,010016000,1891,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
26,0.451,1605,1,LOT A BK 11 RUGBY,010017000,1893,WESTVIEW RD,3.0 Multi-Family,,Taxable,,R-1U
27,0.926,1547,1,LOT B BK 11 RUGBY,010017100,1895,WESTVIEW RD,3.0 Multi-Family,,Taxable,,R-1U
28,7.24,1494,1,"PARCELS 1,2 &3",010018000,1001,EMMET ST N,7.6 Exempt Educational,,Exempt,,ES
29,0.15,1642,1,6537 SQ FT BK 9 RUGBY,010019000,1890,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
30,0.51,1651,1,"LOTS 10,11 &TRI LOT BK 9 RUGBY",010020000,1888,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
31,0.344,1683,1,LOT 12 BK 9 RUGBY,010021000,1884,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
32,0.346,1711,1,LOT 13 BK 9 RUGBY,010022000,1882,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
33,0.34,1740,1,LOT 14 BK 9 RUGBY,010023000,1880,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
34,0.275,1770,1,LOT 15A BK 9 RUGBY,010024000,1878,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
35,0.241,15104,1,LOT 15B BK 9 RUGBY,010024A00,1876,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
36,0.56,1809,1,LOT 17 & PT 16 & 18 BK 9 RUGBY,010026000,1852,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
37,0.342,1850,1,LOT 3 BK 9 RUGBY,010027000,1863,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
38,0.344,1823,1,LOT 4 BK 9 RUGBY,010028000,1865,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
39,0.426,1790,1,LOT 5 & PT 6 BK 9 RUGBY,010029000,1867,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
40,0.327,1766,1,PT LOTS 6 & 7 BK 9 RUGBY,010030000,1869,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
41,0.327,1736,1,PT LOTS 7 & 8 BK 9 RUGBY,010030100,1871,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
42,0.379,1706,1,PT LOTS 8 & 9 BK 9 RUGBY,010031000,1873,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
43,0.516,1678,1,LOT 9 & PARCEL X BK 9 RUGBY,010032000,1877,FIELD RD,1.0 Residential (Urban),01,Taxable,,R-1U
44,0.277,1708,1,PT LOT 18 BK 8 RUGBY,010033000,1884,FIELD RD,3.0 Multi-Family,,Taxable,,R-1U
45,0.325,1730,1,LOT 17 & PT 18 BK 8 RUGBY,010034000,1882,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
46,0.402,1754,1,LOT 16 BK 8 RUGBY,010035000,1874,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
47,0.402,1783,1,LOT 15 BK 8 RUGBY,010036000,1872,FIELD RD,1.0 Residential (Urban),01,Taxable,,R-1U
48,0.402,1805,1,LOT 14 BK 8 RUGBY,010037000,1870,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
49,0.402,1833,1,LOT 13 BK 8 RUGBY,010038000,1868,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
50,0.402,1866,1,LOT 12 BK 8 RUGBY,010039000,1866,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
51,0.402,1902,1,LOT 11 BK 8 RUGBY,010040000,1864,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
52,1.05,1881,1,"LOTS B,C & STRIP RUGBY",010041000,906,FENDALL TER,1.0 Residential (Urban),01,Taxable,,R-1U
53,0.172,1985,1,PT LOTS 5 & 6 BK 5 RUGBY,010042000,1859,WINSTON RD,1.0 Residential (Urban),,Taxable,,R-1U
54,0.368,1918,1,LOT A RUGBY,010043000,1861,WINSTON RD,1.0 Residential (Urban),,Taxable,,R-1U
55,0.43,1944,1,"LOTS 3,4 & PT 2 BK 5 RUGBY",010044000,1863,WINSTON RD,1.0 Residential (Urban),01,Taxable,,R-1U
56,0.275,1925,1,LOT 1 & PT 2 BK 5 RUGBY,010045000,1867,WINSTON RD,1.0 Residential (Urban),,Taxable,,R-1U
57,0.671,1863,1,LOT 13 & PT 14 BK 6 RUGBY,010046000,901,FENDALL TER,1.0 Residential (Urban),,Taxable,,R-1U
58,1.607,1760,1,"LOT 15, PT 14 & STR BK 6 RUGBY",010047000,905,FENDALL TER,1.0 Residential (Urban),,Taxable,,R-1U
59,0.74,1709,1,LOT A-2,010048000,918,EMMET ST N,7.6 Exempt Educational,,Exempt,,ES
60,0.465,1802,1,LOT B,010048100,902,EMMET ST N,7.6 Exempt Educational,,Exempt,,ES
61,0.69,1741,1,LOT A-1,010048200,914,EMMET ST N,7.6 Exempt Educational,,Exempt,,ES
62,0.415,1779,1,LOT 3 BK 4 DUKE,010049000,900,EMMET ST N,7.6 Exempt Educational,,Exempt,,ES
63,0.211,1793,1,LOT,010049100,0,EMMET ST N,7.6 Exempt Educational,,Exempt,,ES
64,1.148,1669,1,LOT 3 BK 10 RUGBY,020001000,0,BARRACKS RD,1.0 Residential (Urban),,Taxable,,R-1U
65,0.574,1689,1,PT LOT 2,020002000,0,BARRACKS RD,1.0 Residential (Urban),,Taxable,,R-1U
66,2.372,1704,1,LOT 1 & PT 2 BK 10 RUGBY,020003000,1910,BARRACKS RD,1.0 Residential (Urban),,Taxable,,R-1U
67,0.555,1742,1,LOT 1 RUGBY SIDE,020004000,120,BUCKINGHAM RD,1.0 Residential (Urban),,Taxable,,R-1U
68,0.908,1771,1,LOTS 2 & 3 RUGBY SIDE,020005000,128,BUCKINGHAM RD,1.0 Residential (Urban),,Taxable,,R-1U
69,0.444,1852,1,LOT 5 RUGBY SIDE,020006000,108,BUCKINGHAM RD,1.0 Residential (Urban),,Taxable,,R-1U
70,0.528,1860,1,LOT 6 RUGBY SIDE,020006100,110,BUCKINGHAM RD,1.0 Residential (Urban),,Taxable,,R-1U
71,0.411,1838,1,LOT 7 RUGBY SIDE,020006200,114,BUCKINGHAM RD,1.0 Residential (Urban),,Taxable,,R-1U
72,0.628,1801,1,LOT 8 RUGBY SIDE,020006300,118,BUCKINGHAM RD,1.0 Residential (Urban),,Taxable,,R-1U
73,0.509,1806,1,LOT 4 RUGBY SIDE,020007000,104,BUCKINGHAM RD,3.0 Multi-Family,,Taxable,,R-1U
74,0.25,1813,1,LOT 1,020008000,1820,BARRACKS RD,3.0 Multi-Family,,Taxable,,R-1U
75,0.324,1822,1,LOT 2,020009000,1812,BARRACKS RD,1.0 Residential (Urban),,Taxable,,R-1U
76,0.226,1864,1,LOT 8 HOWARD,020010000,116,HOWARD DR,3.0 Multi-Family,,Taxable,,R-1U
77,0.22,1906,1,LOT 7 HOWARD,020011000,114,HOWARD DR,3.0 Multi-Family,,Taxable,,R-1U
78,0,1937,1,LOT 6,020012000,112,HOWARD DR,3.0 Multi-Family,,Taxable,,R-1U
79,0.177,1911,1,LOT 5,020013000,110,HOWARD DR,3.0 Multi-Family,,Taxable,,R-1U
80,0.386,1849,1,LOT 3 HOWARD,020014000,1808,BARRACKS RD,3.0 Multi-Family,,Taxable,,R-1U
81,0.361,1873,1,LOT 4,020015000,1806,BARRACKS RD,3.0 Multi-Family,,Taxable,,R-1U
82,0.392,1908,1,LOT A,020016000,1800,BARRACKS RD,1.0 Residential (Urban),,Taxable,,R-1U
83,0.22,1978,1,LOT B,020016100,1107,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
84,0.191,1936,1,LOT C,020016200,1109,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
85,0.605,1996,1,PT LOT 5,020017000,1105,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
86,1.19,2010,1,PARCEL A RUGBY,020019000,1101,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
87,0.606,13876,1,PARCEL B RUGBY,020019100,947,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
88,0.429,1968,1,LOT 5 & PT 4 BK 13 RUGBY,020020000,945,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
89,1.454,1910,1,LOT C BK 13 RUGBY,020021000,941,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
90,0.771,2029,1,LOT D BK 13 RUGBY,020022000,939,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
91,1.097,13972,1,LOT A1 BK 13 RUGBY,020023000,1801,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
92,0.649,2017,1,LOT B BK 8 RUGBY,020023100,1829,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
93,0.334,13974,1,LOT A2 & PARCEL X BK 13 RUGBY,020023A00,921,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
94,4.03,1846,1,LOT 14 (4.039 ACRES),020024000,1833,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
95,1.84,17099,1,LOT 12A &REVISED LOT 12 BK 11 RUGBY,020025000,1839,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
96,0.29,0,0,REVISED LOT 12 BK 11 RUGBY,020025A00,0,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
97,1.749,1780,1,"LOTS 9,10 & PT 11 BK 11 RUGBY",020026000,1861,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
98,0.389,1856,1,PT LOTS 18 & 19 BK 9 RUGBY,020027000,1848,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
99,0.43,1899,1,"PT LOTS 19,20 & STR BK 9 RUGBY",020028000,1844,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
100,0.59,1951,1,"LOT 21&PT 20,23&24 BK 9 RUGBY",020029000,1834,WESTVIEW RD,1.0 Residential (Urban),01,Taxable,,R-1U
101,0.555,1938,1,"LOT 1 & PT 23&24, PAR X BK 9 RUGBY",020031000,1859,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
102,0.43,1894,1,LOT 2 & PT 1 BK 9 RUGBY,020032000,1861,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
103,0.579,1939,1,LOT 10 BK 8 RUGBY,020033000,1862,FIELD RD,3.0 Multi-Family,,Taxable,,R-1U
104,0,2001,1,LOT 7 & PT 6 BK 5 RUGBY,020034000,1857,WINSTON RD,1.0 Residential (Urban),,Taxable,,R-1U
105,0.372,2026,1,LOT 8 & PT 9 BK 5 RUGBY,020035000,1855,WINSTON RD,1.0 Residential (Urban),,Taxable,,R-1U
106,0.344,2060,1,PT LOTS 9 & 10 BK 5 RUGBY,020036000,1851,WINSTON RD,3.0 Multi-Family,,Taxable,,R-1U
107,0.497,1987,1,LOT 9 BK 8 RUGBY,020037000,1860,FIELD RD,3.0 Multi-Family,,Taxable,,R-1U
108,0.556,2024,1,LOT 8 BK 8 RUGBY,020038000,1858,FIELD RD,1.0 Residential (Urban),01,Taxable,,R-1U
109,0.293,2093,1,PT LOTS 10 & 11 BK 5 RUGBY,020039000,1849,WINSTON RD,3.0 Multi-Family,,Taxable,,R-1U
110,0.207,2115,1,PT LOT 11 BK 5 RUGBY,020040000,1847,WINSTON RD,1.0 Residential (Urban),,Taxable,,R-1U
111,0.613,2127,1,LOTS 12 & 13 BK 8 RUGBY,020041000,1843,WINSTON RD,1.0 Residential (Urban),,Taxable,,R-1U
112,0.313,2049,1,LOT 7 BK 8 RUGBY,020042000,1856,FIELD RD,1.0 Residential (Urban),,Taxable,,R-1U
113,0.336,2065,1,LOT 6 BK 8 RUGBY,020043000,1854,FIELD RD,1.0 Residential (Urban),01,Taxable,,R-1U
114,0.268,2055,1,LOT 5 BK 8 ROSSER,020044000,919,OLD FARM RD,1.0 Residential (Urban),,Taxable,,R-1U
115,0.258,2085,1,LOT 4 BK 8 RUGBY,020045000,913,OLD FARM RD,3.0 Multi-Family,,Taxable,,R-1U
116,0.363,2120,1,LOTS 2A & 3 BK 8 RUGBY,020046000,911,OLD FARM RD,1.0 Residential (Urban),,Taxable,,R-1U
117,0.322,2170,1,LOT 2 BK 8 RUGBY,020047000,907,OLD FARM RD,1.0 Residential (Urban),,Taxable,,R-1U
118,0.317,2209,1,LOT 1 BK 8 RUGBY,020048000,1839,WINSTON RD,1.0 Residential (Urban),,Taxable,,R-1U
119,0.328,2284,1,LOT 1 BK 7 RUGBY,020049000,1825,WINSTON RD,1.0 Residential (Urban),,Taxable,,R-1U
120,0.37,2202,1,LOT A RUGBY,020050000,910,OLD FARM RD,1.0 Residential (Urban),,Taxable,,R-1U
121,0.318,2247,1,LOT B RUGBY,020050100,906,OLD FARM RD,1.0 Residential (Urban),,Taxable,,R-1U
122,0.37,2158,1,PT LOTS 3 & 4 BK 7 RUGBY,020051000,912,OLD FARM RD,1.0 Residential (Urban),01,Taxable,,R-1U
123,0.284,2123,1,PT LOTS 4 & 5 BK 7 RUGBY,020052000,916,OLD FARM RD,1.0 Residential (Urban),,Taxable,,R-1U
124,0,2076,1,LOT 6 & PT 5 BK 7 RUGBY,020053000,1832,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
125,0.217,2322,1,LOT 1 BK 5 RUGBY,020054000,1823,WINSTON RD,1.0 Residential (Urban),,Taxable,,R-1U
126,0.248,2354,1,LOT 2 BK B RUGBY,020054100,1821,WINSTON RD,1.0 Residential (Urban),,Taxable,,R-1U
127,0.241,2293,1,LOT 3 BK B RUGBY,020054200,905,COTTAGE LN,1.0 Residential (Urban),,Taxable,,R-1U
128,0.241,2257,1,LOT 4 BK B RUGBY,020054300,907,COTTAGE LN,1.0 Residential (Urban),,Taxable,,R-1UH
129,0.305,2219,1,LOT 5 BK B RUGBY,020054400,909,COTTAGE LN,1.0 Residential (Urban),,Taxable,,R-1UH
130,0.228,2177,1,LOT 6 BK B RUGBY,020054500,911,COTTAGE LN,1.0 Residential (Urban),,Taxable,,R-1U
131,0.305,2128,1,LOT 7 BK B RUGBY,020054600,915,COTTAGE LN,1.0 Residential (Urban),,Taxable,,R-1U
132,0.567,2264,1,LOT 1 BK A RUGBY,020055000,908,COTTAGE LN,3.0 Multi-Family,,Taxable,,R-1UH
133,0.217,2355,1,LOT 2 BK A RUGBY,020055100,904,COTTAGE LN,1.0 Residential (Urban),,Taxable,,R-1U
134,0.321,2184,1,LOT 11 BK A RUGBY,020055101,1828,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
135,0.249,2227,1,LOT 12 BK A RUGBY,020055110,910,COTTAGE LN,3.0 Multi-Family,,Taxable,,R-1U
136,0.258,2419,1,LOT 3 BK A RUGBY,020055200,1815,WINSTON RD,1.0 Residential (Urban),,Taxable,,R-1U
137,0.371,2451,1,LOT 4 BK A RUGBY,020055300,901,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
138,0.31,2405,1,LOT 5 BK A RUGBY,020055400,905,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
139,0.291,2359,1,LOT 6 BK A RUGBY,020055500,907,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
140,0.36,2310,1,LOT 7 BK A RUGBY,020055600,909,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
141,0.328,2260,1,LOT 8 BK A RUGBY,020055700,1820,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
142,0.28,2231,1,LOT 9 BK A RUGBY,020055800,1822,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
143,0.23,2207,1,LOT 10 BK A RUGBY,020055900,1824,WESTVIEW RD,1.0 Residential (Urban),,Taxable,,R-1U
144,0.329,2521,1,LOT 13 & PT 14 BK 1 RUGBY,020056000,900,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
145,0.332,2469,1,PT LOTS 14 & 15 BK 1 RUGBY,020057000,902,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
146,0.312,2434,1,"PT LOTS 15,16 & PAR X BK 1 RUG",020058000,908,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
147,0.294,2385,1,PT LOTS 16 & 17 BK 1 RUGBY,020059000,912,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
148,0.28,2352,1,PT LOT 17 & PAR X  BK 18 RUGBY,020060000,918,ROSSER LN,3.0 Multi-Family,,Taxable,,R-1U
149,0.353,2290,1,LOT 18 BK 1 RUGBY,020061000,920,ROSSER LN,3.0 Multi-Family,,Taxable,,R-1U
150,0.379,2241,1,LOT 19 BK 1 RUGBY,020062000,924,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
151,0.443,2199,1,LOT 20 BK 1 RUGBY,020063000,928,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
152,0.501,2162,1,LOT A BK 1 RUGBY,020064000,932,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
153,0.514,2117,1,LOTS 22 & B BK 1 RUGBY,020065000,938,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
154,0.59,2078,1,LOT 23 BK I RUGBY,020066000,942,ROSSER LN,1.0 Residential (Urban),,Taxable,,R-1U
155,1.855,2137,1,LOTS 1 & 2A BK 1 RUGBY,020068000,1007,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
156,0.78,2232,1,LOT 3A BK 1 RUGBY,020068100,0,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
157,0.62,2274,1,LOT 4 BK 1 RUGBY,020069000,933,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
158,0.57,2312,1,LOT 5 BK 1 RUGBY,020070000,929,RUGBY RD,3.0 Multi-Family,,Taxable,,R-1U
159,0.565,2350,1,LOT 6 BK 1 RUGBY,020071000,0,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
160,0.331,2406,1,LOT 7 BK 1 RUGBY,020072000,921,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
161,0.303,2441,1,LOT 8 BK 1 RUGBY,020073000,919,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
162,0.281,2472,1,LOT 9 BK 1 RUGBY,020074000,917,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
163,0.255,2520,1,LOT 10 BK 1 RUGBY,020075000,915,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
164,0.298,2556,1,LOT 11 BK 1 RUGBY,020076000,905,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
165,0.255,2598,1,LOT 12 BK 1 RUGBY,020077000,901,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1U
166,0.426,2059,1,LOT RUGBY,030001000,1106,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
167,0.375,2108,1,PT LOT RUGBY,030002000,1102,RUGBY RD,1.0 Residential (Urban),,Taxable,,R-1
168,0.266,2074,1,LOT,030003000,1717,RUGBY AVE,1.0 Residential (Urban),01,Taxable,,R-1
169,0.265,2124,1,LOT,030004000,1711,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
170,0.249,2075,1,PT LOT 2,030005000,1715,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
171,0.476,2101,1,LOT B,030006000,1701,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
172,0.639,2087,1,LOT A,030006100,1705,RUGBY AVE,3.0 Multi-Family,,Taxable,,R-1
173,0.179,2116,1,LOT 2 RUGBY WOODS,030007000,1106,STONEFIELD LN,1.0 Residential (Urban),,Taxable,,R-1
174,0.167,2168,1,LOT 1 RUGBY WOODS,030008000,1643,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
175,0.258,2138,1,LOT 2 RUGBY WOODS,030009000,1641,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
176,0.31,2142,1,LOTS 3 & 3A RUGBY WOODS,030010000,1637,RUGBY AVE,3.0 Multi-Family,,Taxable,,R-1
177,0.282,2154,1,LOT 4 RUGBY WOODS,030011000,1627,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
178,0.281,2163,1,LOT 5 RUGBY WOODS,030012000,1625,RUGBY AVE,3.0 Multi-Family,,Taxable,,R-1
179,0.282,2169,1,LOT 6 RUGBY WOODS,030013000,1623,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
180,0.277,2175,1,LOT A-1 RUGBY WOODS,030014000,1621,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
181,0.274,2182,1,LOT B-1 RUGBY WOODS,030015000,1105,HERNDON RD,1.0 Residential (Urban),,Taxable,,R-1
182,0.399,2191,1,LOT 9 & PT 10 RUGBY WOODS,030016000,1549,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
183,0.238,2201,1,PT LOT 10 RUGBY WOODS,030018000,1545,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
184,0.319,2327,1,LOT 6 BK B WESTWOOD,030019000,1600,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
185,0.367,2320,1,LOT 5 BK B WESTWOOD,030020000,1606,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
186,0.367,2317,1,LOT 4 BK B WESTWOOD,030021000,1610,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
187,0.367,2305,1,LOT 3 BK B WESTWOOD,030022000,1620,RUGBY AVE,3.0 Multi-Family,,Taxable,,R-1
188,0.36,2299,1,LOT 2 BK B WESTWOOD,030023000,1618,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
189,0.368,2287,1,LOT 1 BK B WESTWOOD,030024000,1626,RUGBY AVE,1.0 Residential (Urban),,Taxable,,R-1
190,0.368,2390,1,LOT 8 BK B WESTWOOD,030024100,1621,WESTWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
191,0.367,2398,1,LOT 9 BK B WESTWOOD,030025000,1619,WESTWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
192,0.36,2413,1,LOT 10 BK B WESTWOOD,030026000,1617,WESTWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
193,0.367,2422,1,LOT 11 BK B WESTWOOD,030027000,1615,WESTWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
194,0.367,2429,1,LOT 12 BK B WESTWOOD,030028000,1611,WESTWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
195,0.367,2582,1,LOT 3 BK C WESTWOOD,030029000,1610,WESTWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
196,0.367,2570,1,LOT 4 BK C WESTWOOD,030030000,1614,WESTWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
197,0.367,2560,1,LOT 5 BK C WESTWOOD,030031000,1618,WESTWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
198,0.536,2547,1,LOT 1 BK CC WESTWOOD,030032000,1622,WESTWOOD RD,1.0 Residential (Urban),,Taxable,,R-1
199,0.412,2660,1,LOT 2 BK CC WESTWOOD,030033000,1629,HARDWOOD AVE,1.0 Residential (Urban),01,Taxable,,R-1
200,0.367,2679,1,LOT 3 BK CC WESTWOOD,030034000,1625,HARDWOOD AVE,1.0 Residential (Urban),,Taxable,,R-1
201,0.367,2688,1,LOT 4 BK CC WESTWOOD,030035000,1619,HARDWOOD AVE,1.0 Residential (Urban),,Taxable,,R-1
202,0.367,2853,1,LOT 11 BK A WESTWOOD,030036000,1620,HARDWOOD AVE,1.0 Residential (Urban),,Taxable,,R-1
203,0.367,2839,1,LOT 10 BK A WESTWOOD,030037000,1624,HARDWOOD AVE,1.0 Residential (Urban),,Taxable,,R-1
204,0.491,2830,1,LOT 9 BK A WESTWOOD,030038000,1630,HARDWOOD AVE,1.0 Residential (Urban),,Taxable,,R-1
205,0.892,2781,1,LOT 8 BK A WESTWOOD,030039000,1143,KENSINGTON AVE,1.0 Residential (Urban),,Taxable,,PUD
206,0.492,2692,1,LOT 7 BK A WESTWOOD,030040000,1147,KENSINGTON AVE,3.0 Multi-Family,,Taxable,,R-1
207,0.497,2609,1,LOT 6 BK A WESTWOOD,030041000,1151,KENSINGTON AVE,1.0 Residential (Urban),,Taxable,,R-1
