RecordID_Int,Acreage,GPIN,IsActive,Legal,ParcelNumber,StreetNumber,StreetName,StateCode,TaxDist,TaxType,Unit,Zone
2286,0.079,9351,1,UNIT B PIEDMONT AVE LOT 14 CONDO,170059001,113,MONTPELIER ST,7.8 Ex Benelovent Charitable,,Exempt,,R-2U
2287,0.074,9419,1,UNIT B PIEDMONT AVE LOT 15A CONDO,170060000,115,MONTPELIER ST,7.8 Ex Benelovent Charitable,,Exempt,,R-2U
2288,0.128,9419,1,UNIT A PIEDMONT AVE LOT 15A CONDO,170060001,124,PIEDMONT AVE S,7.8 Ex Benelovent Charitable,,Exempt,,R-2U
2289,0.104,9513,1,UNIT B PIEDMONT AVE LOT 16A CONDO,170061000,128,PIEDMONT AVE S,1.0 Residential (Urban),,Taxable,,R-2U
2290,0.103,9513,1,UNIT A PIEDMONT AVE LOT 16A CONDO,170061001,130,PIEDMONT AVE S,1.0 Residential (Urban),,Taxable,,R-2U
2291,0.104,9598,1,UNIT B PIDEMONT AVE LOT 17 CONDO,170061100,132,PIEDMONT AVE S,1.0 Residential (Urban),,Taxable,,R-2U
2292,0.159,9598,1,UNIT A PIEDMONT AVE LOT 17 CONDO,1700611A0,134,PIEDMONT AVE S,1.0 Residential (Urban),,Taxable,,R-2U
2293,0.371,9451,1,PT LOT 20 & VACATED ST BK 3,170062000,114,MONTPELIER ST,1.0 Residential (Urban),,Taxable,,R-2U
2294,0.405,9357,1,LOT 19 & PT 20 BK 3 MAURY ADD,170063000,112,MONTPELIER ST,1.0 Residential (Urban),,Taxable,,R-2U
2295,0.27,9296,1,LOT 18 BK 3 MAURY ADDITION,170064000,110,MONTPELIER ST,1.0 Residential (Urban),,Taxable,,R-2U
2296,0.19,9022,1,PARCEL A  BK 3 MAURY ADD,170065000,2316,FONTAINE AVE,1.0 Residential (Urban),,Taxable,,R-2U
2297,0.138,9138,1,PARCEL B BK 3 MAURY,170065100,2314,FONTAINE AVE,1.0 Residential (Urban),,Taxable,,R-2U
2298,0.138,9201,1,PARCEL C BK 3 MAURY,170065A00,108,MONTPELIER ST,3.0 Multi-Family,,Taxable,,R-2U
2299,0.23,9023,1,LOT 7 BK 3 MAURY ADD,170066000,2312,FONTAINE AVE,3.0 Multi-Family,,Taxable,,R-2U
2300,0.225,14635,1,LOT 8 BK 3 MAURY ADD,170066100,2308 ,FONTAINE AVE,3.0 Multi-Family,,Taxable,A&B,R-2U
2301,0.235,9033,1,LOT 9 BK 3 MAURY ADD,170067000,2306,FONTAINE AVE,1.0 Residential (Urban),,Taxable,,R-2U
2302,0.235,9030,1,LOT 10 BK 3 MAURY ADDITION,170068000,2304,FONTAINE AVE,3.0 Multi-Family,,Taxable,,R-2U
2303,0.235,9027,1,LOT 11 BK 3 MAURY ADDITION,170069000,2302,FONTAINE AVE,3.0 Multi-Family,,Taxable,,R-2U
2304,0.235,9025,1,LOT 12 BK 3 MAURY ADDITION,170070000,2300,FONTAINE AVE,3.0 Multi-Family,,Taxable,,R-2U
2305,0.62,9292,1,"LOTS 21,22,VAC ST MAURY ADD",170071000,107,LEWIS ST,3.0 Multi-Family,,Taxable,,R-2U
2306,0.46,9283,1,LOT 6 BK 5 MAURY ADDITION,170072000,108,LEWIS ST,4.0 Commercial & Industrial,,Taxable,,NCC
2307,0.31,9018,1,LOT 1 BK 5 MAURY ADDITION,170073000,2210,FONTAINE AVE,4.0 Commercial & Industrial,,Taxable,,NCC
2308,0.32,9019,1,PT LOT 2 & AREA A BK 5 MAURY ADDITION,170074000,2208,FONTAINE AVE,4.0 Commercial & Industrial,,Taxable,,NCC
2309,0.29,9020,1,PT LOTS 2 & 3 BK 5 MAURY ADD,170075000,2206,FONTAINE AVE,4.0 Commercial & Industrial,,Taxable,,NCC
2310,0.8,9034,1,"LOTS 4,5 & PT 3 BK 5 MAURY ADD",170076000,2201,JEFFERSON PARK AVE,4.0 Commercial & Industrial,,Taxable,,NCC
2311,0.485,9006,1,LOT 1,170077000,2112,JEFFERSON PARK AVE,3.0 Multi-Family,,Taxable,,UHD
2312,0.286,8928,1,LOT 2,170079000,2108,JEFFERSON PARK AVE,3.0 Multi-Family,,Taxable,,UHD
2313,0,8845,1,UNIT 1 JEFFERSON PARK CONDO,170080100,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,1,UHD
2314,0,8845,1,UNIT 10 JEFFERSON PARK CONDO,170080101,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,10,UHD
2315,0,8845,1,UNIT 11 JEFFERSON PARK CONDO,170080110,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,11,UHD
2316,0,8845,1,UNIT 12 JEFFERSON PARK CONDO,170080120,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,12,UHD
2317,0,8845,1,UNIT A JEFFERSON PARK CONDO,170080130,2104,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,A,UHD
2318,0,8845,1,UNIT B JEFFERSON PARK CONDO,170080140,2104,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,B,UHD
2319,0,8845,1,UNIT C JEFFERSON PARK CONDO,170080150,2104,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,C,UHD
2320,0,8845,1,UNIT D JEFFERSON PARK CONDO,170080160,2104,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,D,UHD
2321,0,8845,1,UNIT E JEFFERSON PARK CONDO,170080170,2104,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,E,UHD
2322,0,8845,1,UNIT F JEFFERSON PARK CONDO,170080180,2104,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,F,UHD
2323,0,8845,1,UNIT G JEFFERSON PARK CONDO,170080190,2104,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,G,UHD
2324,0,8845,1,UNIT 2 JEFFERSON PARK CONDO,170080200,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,2,UHD
2325,0,8845,1,UNIT H JEFFERSON PARK CONDO,170080201,2104,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,H,UHD
2326,0,8845,1,UNIT I JEFFERSON PARK CONDO,170080210,2104,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,I,UHD
2327,0,8845,1,UNIT 3 JEFFERSON PARK CONDO,170080300,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,3,UHD
2328,0,8845,1,UNIT 4 JEFFERSON PARK CONDO,170080400,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,4,UHD
2329,0,8845,1,UNIT 5 JEFFERSON PARK CONDO,170080500,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,5,UHD
2330,0,8845,1,UNIT 6 JEFFERSON PARK CONDO,170080600,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,6,UHD
2331,0,8845,1,UNIT 7 JEFFERSON PARK CONDO,170080700,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,7,UHD
2332,0,8845,1,UNIT 8 JEFFERSON PARK CONDO,170080800,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,8,UHD
2333,0,8845,1,UNIT 9 JEFFERSON PARK CONDO,170080900,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,9,UHD
2334,0.691,8845,1,JEFFERSON PARK CONDO COMMON,170080A00,2100,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,,UHD
2335,0.251,8640,1,LOT 8,170082000,2101,JEFFERSON PARK AVE,3.0 Multi-Family,,Taxable,,R-3
2336,1.575,8676,1,LOTS & PARCEL X,170083000,2111,JEFFERSON PARK AVE,3.0 Multi-Family,,Taxable,,R-3
2337,0.26,8789,1,LOT 3 RIXEY PROPERTY,170088000,2115,JEFFERSON PARK AVE,4.0 Commercial & Industrial,,Taxable,,NCC
2338,0.596,8238,1,LOTS 11 & 12 CLARKE COURT,170091000,108,CLARKE CT,3.0 Multi-Family,,Taxable,,R-3
2339,0.645,8404,1,"LOTS 6, 7&8 CLARKE COURT",170091100,100,CLARKE CT,1.0 Residential (Urban),,Taxable,,R-3
2340,0.193,0,0,LOT 7,170091200,104,CLARKE CT,3.0 Multi-Family,,Taxable,,R-3
2341,0.257,0,0,LOT 8 CLARKE COURT,170091300,102,CLARKE CT,1.0 Residential (Urban),,Taxable,,R-3
2342,1.9,8158,1,"LOT A, 9&10 MAURY ADDITION",170092000,112,CLARKE CT,4.0 Commercial & Industrial,,Taxable,,R-3
2343,0.561,7923,1,LOT 3A,170093000,2010,STADIUM RD,3.0 Multi-Family,,Taxable,,R-3
2344,0.41,8061,1,LOT 2,170093100,210,MAURY AVE,3.0 Multi-Family,,Taxable,,R-3
2345,0.512,7909,1,LOT 1,170093200,212,MAURY AVE,3.0 Multi-Family,,Taxable,,R-3
2346,0.62,7943,1,LOT 3B,170093300,2006,STADIUM RD,3.0 Multi-Family,,Taxable,,R-3
2347,0.106,8169,1,LOT 1 HARMON & RIXEY,170094000,129,OBSERVATORY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2348,0.107,8212,1,LOT 2,170095000,127,OBSERVATORY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2349,0.103,8254,1,LOT 3 & STRIP,170096000,125,OBSERVATORY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2350,0.1,8285,1,LOT 4 & STRIP HARMON & RIXEY,170097000,123,OBSERVATORY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2351,0.105,8320,1,LOT 5,170098000,119,OBSERVATORY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2352,0.242,8382,1,LOT 1 & PT 2,170099000,116,OBSERVATORY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2353,0.272,8452,1,LOT 2 & PT 3,170100000,114,OBSERVATORY AVE,3.0 Multi-Family,,Taxable,,R-2U
2354,0.223,8526,1,LOT,170101000,109,OBSERVATORY AVE,3.0 Multi-Family,,Taxable,,R-2U
2355,0.143,8585,1,LOT 5 & PT 7,170102000,105,OBSERVATORY AVE,1.0 Residential (Urban),,Taxable,,R-3
2356,0.236,8493,1,LOTS 1A & 2B,170103000,104,OBSERVATORY AVE,1.0 Residential (Urban),,Taxable,,R-3
2357,0.226,8583,1,LOT 2-A,170103100,2007,JEFFERSON PARK AVE,3.0 Multi-Family,,Taxable,,R-3
2358,1.261,8294,1,LOT 1,170104000,2005,JEFFERSON PARK AVE,3.0 Multi-Family,,Taxable,,R-3
2359,0.27,8236,1,LOTS 17 & 18,170105000,116,WASHINGTON AVE,1.0 Residential (Urban),,Taxable,,R-2U
2360,0.103,8265,1,LOT 6,170106000,111,OBSERVATORY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2361,0.103,8232,1,LOT 7 BK 2 HARMON & RIXEY,170107000,113,OBSERVATORY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2362,0.103,8193,1,LOT 8,170108000,124,OBSERVATORY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2363,0.103,8143,1,LOT 9 HARMAN & RIXEY,170109000,126,OBSERVATORY AVE,3.0 Multi-Family,,Taxable,,R-2U
2364,0.145,8076,1,LOT 10 & STRIP,170110000,128,OBSERVATORY AVE,3.0 Multi-Family,,Taxable,,R-2U
2365,0.15,8028,1,LOT 11,170111000,130,OBSERVATORY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2366,0.227,7932,1,LOT 12 BK 1,170112000,2002,STADIUM RD,7.7 Exempt Religious,,Exempt,,R-2U
2367,0.28,7902,1,LOT 13 BK 1,170113000,2000,STADIUM RD,7.7 Exempt Religious,,Exempt,,R-2U
2368,0.17,8041,1,LOT 14 BK 1,170114000,122,WASHINGTON AVE,1.0 Residential (Urban),,Taxable,,R-2U
2369,0.119,8106,1,PT LOT 15 BK 1,170115000,120,WASHINGTON AVE,1.0 Residential (Urban),,Taxable,,R-2U
2370,0.12,8167,1,LOT 16 & STRIP BK 1,170116000,118,WASHINGTON AVE,1.0 Residential (Urban),,Taxable,,R-2U
2371,3.98,7351,1,3.981 ACRES,170117000,2400,STADIUM RD,7.6 Exempt Educational,,Exempt,,MLTP
2372,0,0,0,RAILROAD LOT,170555000,0,UNKNOWN,8.0 State Corporation Commission,,Taxable,,MLTP
2373,0.343,9801,1,LOT 59 MAURY HILLS,17A001000,0,SUMMIT ST,3.0 Multi-Family,,Taxable,,R-2U
2374,0.255,9722,1,LOT 58 MAURY HILLS,17A002000,128,SUMMIT ST,1.0 Residential (Urban),,Taxable,,R-2U
2375,0.263,9648,1,LOT 57 MAURY HILLS,17A003000,126,SUMMIT ST,3.0 Multi-Family,,Taxable,A&B,R-2U
2376,0.273,15091,1,LOT 56  MAURY HILLS,17A004000,124,SUMMIT ST,3.0 Multi-Family,,Taxable,A&B,R-2U
2377,0.245,9587,1,LOT 55  MAURY HILLS,17A005000,122,SUMMIT ST,1.0 Residential (Urban),,Taxable,,R-2U
2378,0.248,9536,1,LOT 54 MAURY HILLS,17A006000,120,SUMMIT ST,3.0 Multi-Family,,Taxable,A&B,R-2U
2379,0.142,9475,1,LOT 45 MAURY HILLS,17A007000,118,SUMMIT ST,1.0 Residential (Urban),,Taxable,,R-2U
2380,0.153,9398,1,LOT 44 MAURY HILLS,17A008000,116,SUMMIT ST,1.0 Residential (Urban),,Taxable,,R-2U
2381,0.335,9275,1,LOTS 42 & 43 MAURY HILLS,17A010000,112,SUMMIT ST,1.0 Residential (Urban),,Taxable,,R-2U
2382,0.89,8985,1,LOT 2 & 3B,17A012000,2404,FONTAINE AVE,4.0 Commercial & Industrial,,Taxable,,MLTP
2383,1.24,8957,1,"LOT 3A, 3B & 41 MAURY HILLS",17A014000,2420,FONTAINE AVE,7.3 Exempt Local,,Exempt,,B-2
2384,0.165,8926,1,LOT 6A MAURY HILLS,17A015000,101,SUMMIT ST,3.0 Multi-Family,,Taxable,,R-2U
2385,0.173,8921,1,LOT 7A MAURY HILLS,17A015100,2508,FONTAINE AVE,3.0 Multi-Family,,Taxable,,R-2U
2386,0.258,9011,1,LOT 5-A MAURY HILLS,17A016000,103,SUMMIT ST,3.0 Multi-Family,,Taxable,,R-2U
2387,0.259,8917,1,LOT 4 MAURY HILLS,17A018000,2511,PLATEAU RD,3.0 Multi-Family,,Taxable,,R-2U
2388,0.259,0,0,LOT 4 & PAR X MAURY HILLS,17A018A00,2511,PLATEAU RD,1.0 Residential (Urban),,Taxable,A&B,R-2U
2389,0.198,8911,1,LOT D MAURY HILLS,17A019000,2512,FONTAINE AVE,3.0 Multi-Family,,Taxable,,R-2U
2390,0.197,8899,1,LOT C MAURY HILLS,17A019A00,2514,FONTAINE AVE,3.0 Multi-Family,,Taxable,,R-2U
2391,0.185,8888,1,LOT B MAURY HILLS,17A020000,100,WESTERLY AVE,3.0 Multi-Family,,Taxable,,R-2U
2392,0.172,8980,1,LOT A MAURY HILLS,17A021000,104,WESTERLY AVE,3.0 Multi-Family,,Taxable,,R-2U
2393,0.118,9086,1,LOT B MAURY HILLS,17A022000,106,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2394,0.175,9142,1,LOT A MAURY HILLS,17A023000,2517,PLATEAU RD,1.0 Residential (Urban),,Taxable,,R-2U
2395,0.172,14107,1,LOT 10 MAURY HILLS,17A024000,2515,PLATEAU RD,3.0 Multi-Family,,Taxable,,R-2U
2396,0.17,14108,1,LOT 11 MAURY HILLS,17A024A00,2513,PLATEAU RD,3.0 Multi-Family,,Taxable,,R-2U
2397,0.17,9108,1,"LOT 12,PT 13 MAURY HILLS",17A025000,2509,PLATEAU RD,3.0 Multi-Family,,Taxable,A&B,R-2U
2398,0.258,9117,1,LOT 14 & PT 13 MAURY HILLS,17A026000,2507,PLATEAU RD,3.0 Multi-Family,,Taxable,,R-2U
2399,0.172,9130,1,LOT 15 MAURY HILLS,17A027000,2505,PLATEAU RD,3.0 Multi-Family,,Taxable,,R-2U
2400,0.26,9135,1,LOTS 16 & 17 MAURY HILLS,17A028000,107,SUMMIT ST,3.0 Multi-Family,,Taxable,,R-2U
2401,0.169,9307,1,LOT 18 MAURY HILLS,17A029000,2516,PLATEAU RD,3.0 Multi-Family,,Taxable,,R-2U
2402,0.172,9310,1,LOT 19 MAURY HILLS,17A030000,2514,PLATEAU RD,3.0 Multi-Family,,Taxable,,R-2U
2403,0.172,9318,1,LOT 20 MAURY HILLS,17A031000,2512,PLATEAU RD,3.0 Multi-Family,,Taxable,,R-2U
2404,0.172,9333,1,LOT B MAURY HILLS,17A033000,2508,PLATEAU RD,1.0 Residential (Urban),,Taxable,,R-2U
2405,0.172,17641,1,LOT A MAURY HILLS,17A033001,2510,PLATEAU RD,1.0 Residential (Urban),,Taxable,,R-2U
2406,0.172,9342,1,LOT 23 MAURY HILLS,17A034000,2506,PLATEAU RD,1.0 Residential (Urban),,Taxable,,R-2U
2407,0.172,9349,1,LOT 24 MAURY HILLS,17A035000,2504,PLATEAU RD,1.0 Residential (Urban),,Taxable,,R-2U
2408,0.172,9354,1,LOT 25 MAURY HILLS,17A036000,2502,PLATEAU RD,3.0 Multi-Family,,Taxable,,R-2U
2409,0.169,9362,1,LOT 26A MAURY HILLS,17A037000,2500,PLATEAU RD,3.0 Multi-Family,,Taxable,,R-2U
2410,0.08,9491,1,LOT 26B2 MAURY HILLS,17A037100,113,SUMMIT ST,1.0 Residential (Urban),,Taxable,,R-2U
2411,0.089,9526,1,LOT 26B1 MAURY HILLS,17A037200,115,SUMMIT ST,1.0 Residential (Urban),,Taxable,,R-2U
2412,0.184,9597,1,LOT 36 MAURY HILLS,17A038000,123,SUMMIT ST,1.0 Residential (Urban),,Taxable,,R-2U
2413,0.172,9590,1,LOT 35 MAURY HILLS,17A039000,2503,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2414,0.172,9581,1,LOT 34 MAURY HILLS,17A040000,2505,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2415,0.172,9571,1,LOT 33 MAURY HILLS,17A041000,2507,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2416,0.172,9562,1,LOT 32 MAURY HILLS,17A042000,2509,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2417,0.17,9552,1,LOT 31 MAURY HILLS,17A043000,2511,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2418,0.172,9542,1,LOT 30 MAURY HILLS,17A044000,2513,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2419,0.172,9523,1,LOT 29 MAURY HILLS,17A045000,2515,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2420,0.172,9520,1,LOT 28 MAURY HILLS,17A046000,2517,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2421,0.227,9505,1,LOT 27 MAURY HILLS,17A047000,122,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2422,0.316,8858,1,LOT 1A MAURY HILL,17A048000,101,WESTERLY AVE,3.0 Multi-Family,,Taxable,,R-2U
2423,0.266,8970,1,LOT 1B MAURY HILL,17A049000,103,WESTERLY AVE,3.0 Multi-Family,,Taxable,,R-2U
2424,0.378,9047,1,LOT 2 MAURY HILL,17A049100,105,WESTERLY AVE,3.0 Multi-Family,,Taxable,,R-2U
2425,0.397,9165,1,LOT 3 MAURY HILLS,17A050000,113,WESTERLY AVE,3.0 Multi-Family,,Taxable,,R-2U
2426,0.429,9240,1,LOT 4 MAURY HILLS,17A051000,115,WESTERLY AVE,3.0 Multi-Family,,Taxable,,R-2U
2427,0.57,9347,1,LOT 74B MAURY HILLS,17A052000,117,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2428,0.761,9482,1,LOT 2 MAURY HILLS,17A053000,123,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2429,0.16,9499,1,LOT 1 MAURY HILLS,17A053100,121,WESTERLY AVE,3.0 Multi-Family,,Taxable,,R-2U
2430,0.17,9663,1,LOT 3 MAURY HILLS,17A053200,125,WESTERLY AVE,3.0 Multi-Family,,Taxable,,R-2U
2431,0.53,9773,1,LOT 1 MAURY HILLS,17A054100,100,MORRIS PAUL CT,3.0 Multi-Family,,Taxable,,R-2U
2432,1.22,9900,1,LOT 2 MAURY HILLS,17A054200,102,MORRIS PAUL CT,3.0 Multi-Family,,Taxable,,R-2U
2433,1.65,9873,1,LOT 3 MAURY HILLS,17A054300,104,MORRIS PAUL CT,3.0 Multi-Family,,Taxable,,R-2U
2434,0.62,9761,1,LOT 4 MAURY HILLS,17A054400,103,MORRIS PAUL CT,3.0 Multi-Family,,Taxable,,R-2U
2435,0.62,9701,1,LOT 5 MAURY HILLS,17A054500,101,MORRIS PAUL CT,3.0 Multi-Family,,Taxable,,R-2U
2436,0.48,9774,1,LOT 75E MAURY HILLS,17A055000,2518,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2437,0.451,9782,1,76W MAURY HILLS,17A056000,2516,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2438,0.418,9790,1,76E MAURY HILLS,17A057000,2514,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2439,0.386,9794,1,77W MAURY HILLS,17A058000,2512,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2440,0.352,9802,1,77E MAURY HILLS,17A059000,2510,WESTERLY AVE,3.0 Multi-Family,,Taxable,,R-2U
2441,0.319,9808,1,78W MAURY HILLS,17A060000,2508,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2442,0.285,9817,1,LOT 78E MAURY HILLS,17A061000,0,WESTERLY AVE,7.3 Exempt Local,,Exempt,,R-2U
2443,0.25,9827,1,LOT 79W MAURY HILLS,17A062000,2504,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2444,0.22,9840,1,LOT 79C MAURY HILLS,17A063000,2502,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2445,0.256,9846,1,LOT 79E MAURY HILLS,17A064000,2500,WESTERLY AVE,1.0 Residential (Urban),,Taxable,,R-2U
2446,0,0,0,RAILROAD LOT,17A555000,0,UNKNOWN,8.0 State Corporation Commission,,Taxable,,MLTP
2447,1.43,9409,1,PT LOTS 1-3 BK 2 JEFFERSON PK,180001000,2205-07,JEFFERSON PARK AVE,3.0 Multi-Family,,Taxable,,R-2
2448,0.253,9677,1,LOT A JEFFERSON PARK,180002000,2209,JEFFERSON PARK AVE,1.0 Residential (Urban),,Taxable,,R-2
2449,0.182,9708,1,LOT B JEFFERSON PK,180002100,105,STRIBLING AVE,3.0 Multi-Family,,Taxable,,R-2
2450,0.189,9755,1,LOT C JEFFERSON PK,180002200,109,STRIBLING AVE,3.0 Multi-Family,,Taxable,,R-2
2451,0.306,9606,1,LOT 1 JEFFERSON PK,180003000,111,STRIBLING AVE,1.0 Residential (Urban),,Taxable,,R-2
2452,0.31,9626,1,LOT 2 JEFFERSON PARK,180003100,113,STRIBLING AVE,1.0 Residential (Urban),,Taxable,,R-2
2453,0.302,9649,1,LOT 3 JEFFERSON PARK,180004000,115,STRIBLING AVE,1.0 Residential (Urban),,Taxable,,R-2
2454,0.511,9728,1,LOT C PORTER,180005000,123,STRIBLING AVE,3.0 Multi-Family,,Taxable,,R-2
2455,0.31,9973,1,LOT A JEFFERSON PARK,180005100,127,STRIBLING AVE,3.0 Multi-Family,,Taxable,,R-2
2456,0.799,9775,1,LOT B PORTER,180005200,125,STRIBLING AVE,3.0 Multi-Family,,Taxable,,R-2
2457,0.405,9698,1,LOT D PORTER,180005300,121,STRIBLING AVE,1.0 Residential (Urban),,Taxable,,R-2
2458,0.42,9670,1,LOT E PORTER,180005400,119,STRIBLING AVE,1.0 Residential (Urban),,Taxable,,R-2
2459,0.992,9849,1,LOT 2 JEFFERSON PARK,180006000,133,STRIBLING AVE,3.0 Multi-Family,,Taxable,,R-2
2460,0.453,9913,1,PT LOT 1 JEFFERSON PARK,180007000,135,STRIBLING AVE,1.0 Residential (Urban),,Taxable,,R-2
2461,0.433,9948,1,PT LOT 1 JEFFERSON PARK,180008000,139,STRIBLING AVE,1.0 Residential (Urban),,Taxable,,R-2
2462,0.235,9983,1,PT LOT 1 JEFFERSON PARK,180009000,141,STRIBLING AVE,1.0 Residential (Urban),,Taxable,,R-2
2463,0.47,10005,1,PT LOT 1 JEFFERSON PARK,180010000,143,STRIBLING AVE,3.0 Multi-Family,,Taxable,,R-2
2464,0.649,10038,1,PT LOT 1 JEFFERSON PARK,180011000,147,STRIBLING AVE,1.0 Residential (Urban),,Taxable,,R-2
2465,0.2,10477,1,LOT 1 BK A SEC 1 SUNSET,180015000,142,STRIBLING AVE,1.0 Residential (Urban),,Taxable,,R-2
2466,0.198,10450,1,LOT 2 BK A SEC 1 SUNSET,180015100,140,STRIBLING AVE,1.0 Residential (Urban),,Taxable,,R-2
2467,0.227,10844,1,LOT 6 BK B SEC 2 SUNSET,180015101,2414,SUNSET RD,3.0 Multi-Family,,Taxable,,R-1S
2468,0.245,10915,1,LOT 7 BK B SEC 2 SUNSET,180015110,2416,SUNSET RD,3.0 Multi-Family,,Taxable,,R-1S
2469,0.263,10989,1,LOT 8 BK B SEC 2 SUNSET,180015120,2418,SUNSET RD,3.0 Multi-Family,,Taxable,A&B,R-1S
2470,0.279,11063,1,LOT 9 BK B SEC 2 SUNSET,180015130,2420,SUNSET RD,3.0 Multi-Family,,Taxable,,R-1S
2471,0.285,11133,1,LOT 10 BK B SEC 2 SUNSET,180015140,2422,SUNSET RD,1.0 Residential (Urban),,Taxable,,R-1S
2472,0.142,11217,1,LOT 11 BK B SEC 2 SUNSET,180015150,2424,SUNSET RD,3.0 Multi-Family,,Taxable,,R-1S
2473,0.264,11290,1,LOT 12 BK B SEC 2 SUNSET,180015160,2426,SUNSET RD,1.0 Residential (Urban),,Taxable,,R-1S
2474,0.235,11347,1,LOT 13 BK B SEC 2 SUNSET,180015170,2428,SUNSET RD,1.0 Residential (Urban),,Taxable,,R-1S
2475,0.256,11416,1,LOT 14 BK B SEC 2 SUNSET,180015180,2430,SUNSET RD,1.0 Residential (Urban),,Taxable,,R-1S
2476,0.202,11524,1,LOT 15 BK B SEC 2 SUNSET,180015190,2432,SUNSET RD,1.0 Residential (Urban),,Taxable,,R-1S
2477,0.18,10420,1,LOT 3 BK A SEC 1 SUNSET,180015200,138,STRIBLING AVE,1.0 Residential (Urban),,Taxable,,R-2
2478,0.261,11349,1,LOT 11 BK A SEC 2 SUNSET,180015201,2427,SUNSET RD,1.0 Residential (Urban),,Taxable,,R-1S
2479,0.258,11268,1,LOT 10 BK A SEC 2 SUNSET,180015210,2425,SUNSET RD,1.0 Residential (Urban),,Taxable,,R-1S
2480,0.211,11204,1,LOT 9A BK A SEC 2 SUNSET,180015220,2423,SUNSET RD,3.0 Multi-Family,,Taxable,,R-1S
2481,0.196,11141,1,LOT 8A BK A SEC 2 SUNSET,180015230,2421,SUNSET RD,1.0 Residential (Urban),,Taxable,,R-1S
2482,0.198,11069,1,LOT 7A BK A SEC 2 SUNSET,180015240,2419,SUNSET RD,3.0 Multi-Family,,Taxable,,R-1S
2483,0.216,10992,1,LOT 6 BK A SEC 2 SUNSET,180015250,2417,SUNSET RD,1.0 Residential (Urban),,Taxable,,R-1S
2484,0.223,10928,1,LOT 5 BK A SEC 2 SUNSET,180015260,2415,SUNSET RD,1.0 Residential (Urban),,Taxable,,R-1S
2485,0.227,10856,1,LOT 4 BK A SEC 2 SUNSET,180015270,2413,SUNSET RD,1.0 Residential (Urban),,Taxable,,R-1S
